RK	PICK	PLAYER	TEAM	CONF	MIN%	OR	DR	AST	BLK	STL	FTR	2P	3P	YEAR
32	50	Jr	7-1	Alec Brown (13)	Green Bay	Horz	76.6	8.2	15.4	9.3	6.7	1.2	39.0	133-300	.443	30-69	.435	2013
33	50	Sr	7-1	Alec Brown (14)	Green Bay	Horz	73.3	7.7	12.6	7.7	9.7	1.1	34.5	109-218	.500	41-92	.446	2014
34	12	Fr	6-6	Alec Burks (10)	Colorado	B12	73.1	8.5	11.9	13.5	1.5	2.2	59.9	144-250	.576	19-54	.352	2010
35	12	So	6-6	Alec Burks (11)	Colorado	B12	78.2	9.1	14.7	19.8	1.0	2.0	57.8	215-421	.511	28-95	.295	2011
36	54	Fr	6-8	Alec Peters (14)	Valparaiso	Horz	76.0	4.4	14.3	10.8	0.6	1.6	27.7	91-156	.583	50-140	.357	2014
37	54	So	6-9	Alec Peters (15)	Valparaiso	Horz	79.0	7.6	18.0	9.1	1.1	1.4	27.9	101-204	.495	77-165	.467	2015
38	54	Jr	6-9	Alec Peters (16)	Valparaiso	Horz	82.0	8.7	19.5	8.3	1.0	1.3	38.0	123-223	.552	89-203	.438	2016
39	54	Sr	6-9	Alec Peters (17)	Valparaiso	Horz	76.3	8.0	23.2	15.0	1.0	1.2	42.8	149-290	.514	55-149	.369	2017
40	5	So	7-1	Alex Len (13)	Maryland	ACC	65.8	13.2	19.3	7.8	8.0	0.5	47.2	172-316	.544	1-8	.125	2013
41	57	Fr	6-9	Alex Oriakhi (10)	Connecticut	BE	61.3	10.8	17.5	2.6	6.0	0.9	58.4	63-136	.463	0-1	.000	2010
42	57	So	6-9	Alex Oriakhi (11)	Connecticut	BE	71.4	14.5	18.0	2.5	5.6	0.8	45.7	153-302	.507	0-0	.000	2011
43	57	Jr	6-9	Alex Oriakhi (12)	Connecticut	BE	53.1	9.6	15.0	2.8	6.4	0.3	38.3	93-188	.495	0-0	.000	2012
44	57	Sr	6-9	Alex Oriakhi (13)	Missouri	SEC	64.1	14.1	21.5	2.6	6.4	1.3	65.7	138-216	.639	0-0	.000	2013
45	50	Jr	6-9	Alize Johnson (17)	Missouri St.	MVC	74.8	12.8	29.7	14.0	0.7	1.2	46.2	127-240	.529	40-102	.392	2017
46	50	Sr	6-9	Alize Johnson (18)	Missouri St.	MVC	78.5	11.5	30.6	19.2	1.5	0.8	37.0	128-249	.514	40-143	.280	2018
47	31	Fr	6-6	Allen Crabbe (11)	California	P12	78.0	2.4	15.9	12.2	1.5	1.6	29.5	77-157	.490	62-155	.400	2011
48	31	So	6-6	Allen Crabbe (12)	California	P12	85.1	3.5	16.5	12.2	1.8	0.9	21.4	96-207	.464	83-208	.399	2012
49	31	Jr	6-6	Allen Crabbe (13)	California	P12	90.2	3.3	14.8	16.2	1.9	1.9	29.7	151-284	.532	64-184	.348	2013
50	9	Fr	6-10	Andre Drummond (12)	Connecticut	BE	70.3	14.2	15.5	3.4	9.9	1.8	30.1	157-290	.541	0-2	.000	2012
51	26	Fr	6-7	Andre Roberson (11)	Colorado	B12	54.8	15.3	25.1	7.1	5.0	3.4	44.9	83-133	.624	12-34	.353	2011
52	26	So	6-7	Andre Roberson (12)	Colorado	P12	75.9	12.4	29.2	9.2	6.8	2.7	56.8	123-227	.542	18-46	.391	2012
53	26	Jr	6-7	Andre Roberson (13)	Colorado	P12	77.3	10.6	27.1	9.4	4.4	3.9	35.6	113-217	.521	19-58	.328	2013
54	46	Fr	6-2	Andrew Goudelock (08)	College of Charlesto	SC	71.4	2.5	7.2	14.9	0.6	2.0	8.7	94-185	.508	73-173	.422	2008
55	46	So	6-2	Andrew Goudelock (09)	College of Charlesto	SC	77.5	1.8	6.9	11.9	0.9	1.3	15.6	126-265	.475	95-216	.440	2009
56	46	Jr	6-1	Andrew Goudelock (10)	College of Charlesto	SC	88.6	2.4	10.8	22.1	1.0	1.8	13.4	153-307	.498	97-247	.393	2010
57	46	Sr	6-2	Andrew Goudelock (11)	College of Charlesto	SC	88.0	2.3	9.9	26.4	0.5	1.5	19.2	187-377	.496	131-322	.407	2011
58	44	Fr	6-6	Andrew Harrison (14)	Kentucky	SEC	78.5	3.0	8.1	23.9	0.7	1.0	63.0	88-236	.373	33-94	.351	2014
59	44	So	6-6	Andrew Harrison (15)	Kentucky	SEC	63.1	1.7	8.1	26.0	0.9	2.5	59.6	65-173	.376	36-94	.383	2015
60	19	Fr	6-9	Andrew Nicholson (09)	St. Bonaventure	A10	62.0	9.8	16.1	2.2	10.7	1.3	43.4	154-256	.602	0-0	.000	2009
61	19	So	6-9	Andrew Nicholson (10)	St. Bonaventure	A10	73.2	9.1	17.9	3.7	6.6	0.4	37.1	189-337	.561	0-0	.000	2010
62	19	Jr	6-9	Andrew Nicholson (11)	St. Bonaventure	A10	81.3	6.4	19.0	8.7	4.5	1.0	55.9	231-392	.589	6-23	.261	2011
63	19	Sr	6-9	Andrew Nicholson (12)	St. Bonaventure	A10	74.3	11.2	22.8	9.4	7.3	1.3	42.9	197-332	.593	23-53	.434	2012
64	1	Fr	6-8	Andrew Wiggins (14)	Kansas	B12	81.4	8.4	12.3	9.2	3.1	2.1	53.8	146-296	.493	43-126	.341	2014
65	38	Jr	6-5	Andy Rautins (09)	Syracuse	BE	67.3	1.4	10.4	17.1	0.6	2.6	13.4	23-52	.442	99-270	.367	2009
66	38	Sr	6-4	Andy Rautins (10)	Syracuse	BE	81.2	2.0	8.8	23.9	0.8	3.4	27.3	32-56	.571	98-241	.407	2010
67	1	Fr	6-8	Anthony Bennett (13)	UNLV	MWC	67.8	9.9	21.3	8.2	4.3	1.5	46.0	156-271	.576	36-94	.383	2013
68	34	Fr	6-6	Anthony Brown (11)	Stanford	P12	57.7	5.1	11.3	7.0	1.1	1.4	25.5	48-97	.495	42-119	.353	2011
69	34	So	6-6	Anthony Brown (12)	Stanford	P12	58.9	4.2	15.5	8.5	0.5	1.5	26.9	64-148	.432	42-120	.350	2012
70	34	Jr	6-6	Anthony Brown (14)	Stanford	P12	83.5	3.3	13.9	12.4	0.4	1.5	45.2	89-182	.489	53-117	.453	2014
71	34	Sr	6-6	Anthony Brown (15)	Stanford	P12	87.7	3.8	18.8	15.2	0.6	1.3	35.8	97-229	.424	79-179	.441	2015
72	1	Fr	6-10	Anthony Davis (12)	Kentucky	SEC	80.1	11.6	23.9	7.5	13.7	2.5	60.2	207-317	.653	3-20	.150	2012
73	1	Fr	6-5	Anthony Edwards (20)	Georgia	SEC	81.3	2.4	14.5	17.9	1.6	2.3	33.8	126-251	.502	69-237	.291	2020
74	14	Fr	6-10	Anthony Randolph (08)	LSU	SEC	81.7	9.8	18.3	8.4	6.7	2.0	42.6	172-361	.476	2-19	.105	2008
75	29	Fr	6-4	Archie Goodwin (13)	Kentucky	SEC	78.8	5.6	10.4	16.8	1.4	2.1	59.4	140-293	.478	17-64	.266	2013
76	34	Fr	6-3	Armon Johnson (08)	Nevada	WAC	79.1	3.0	11.1	19.5	0.6	1.4	38.0	104-194	.536	27-80	.338	2008
77	34	So	6-3	Armon Johnson (09)	Nevada	WAC	79.0	2.9	9.9	31.7	0.6	1.6	32.6	155-340	.456	23-87	.264	2009
78	34	Jr	6-3	Armon Johnson (10)	Nevada	WAC	86.4	2.7	7.7	29.8	0.9	1.4	26.7	193-360	.536	17-70	.243	2010
79	27	Fr	6-11	Arnett Moultrie (09)	UTEP	CUSA	66.4	12.7	20.8	4.9	3.8	1.8	39.0	119-220	.541	11-39	.282	2009
80	27	So	6-11	Arnett Moultrie (10)	UTEP	CUSA	71.5	8.1	17.4	8.1	3.2	2.7	30.1	122-236	.517	9-40	.225	2010
81	27	Jr	6-11	Arnett Moultrie (12)	Mississippi St.	SEC	79.5	12.2	21.7	7.0	2.1	1.4	48.5	172-310	.555	8-18	.444	2012
82	54	Fr	6-7	Arsalan Kazemi (10)	Rice	CUSA	66.9	12.8	24.6	9.6	3.7	3.5	78.1	100-192	.521	0-0	.000	2010
83	54	So	6-7	Arsalan Kazemi (11)	Rice	CUSA	74.6	14.7	31.5	10.3	3.7	2.4	96.2	138-262	.527	0-0	.000	2011
84	54	Jr	6-7	Arsalan Kazemi (12)	Rice	CUSA	69.3	9.2	29.3	14.1	3.4	3.9	76.9	120-207	.580	0-1	.000	2012
85	54	Sr	6-7	Arsalan Kazemi (13)	Oregon	P12	67.5	11.5	29.0	9.2	2.4	4.1	79.5	113-189	.598	0-1	.000	2013
86	15	Fr	6-11	Austin Daye (08)	Gonzaga	WCC	45.6	4.7	23.3	11.0	10.0	2.0	41.4	90-181	.497	26-63	.413	2008
87	15	So	6-11	Austin Daye (09)	Gonzaga	WCC	65.4	4.7	22.1	8.1	8.1	1.6	32.4	118-241	.490	36-80	.450	2009
88	10	Fr	6-4	Austin Rivers (12)	Duke	ACC	82.4	2.2	9.2	13.0	0.1	1.7	45.8	116-243	.477	58-159	.365	2012
89	19	Fr	6-2	Avery Bradley (10)	Texas	B12	72.9	3.5	6.6	12.4	1.6	2.4	17.9	117-256	.457	42-112	.375	2010
90	51	Fr	6-8	Ben Bentil (15)	Providence	BE	53.3	12.7	14.2	5.7	2.0	0.8	47.7	66-142	.465	9-30	.300	2015
91	51	So	6-9	Ben Bentil (16)	Providence	BE	84.7	8.4	16.7	8.0	3.1	1.4	46.5	194-375	.517	52-158	.329	2016
92	7	Fr	6-5	Ben McLemore (13)	Kansas	B12	79.1	5.0	12.3	12.6	2.2	1.8	34.5	125-226	.553	73-174	.420	2013
93	1	Fr	6-10	Ben Simmons (16)	LSU	SEC	86.5	9.6	26.8	27.4	2.5	3.1	76.9	215-383	.561	1-3	.333	2016
94	33	Jr	6-10	Bernard James (11)	Florida St.	ACC	52.7	11.8	18.4	2.5	13.5	2.3	65.7	117-178	.657	0-0	.000	2011
95	33	Sr	6-10	Bernard James (12)	Florida St.	ACC	68.9	13.6	19.7	3.6	9.5	1.6	44.8	157-259	.606	0-0	.000	2012
96	1	Fr	6-10	Blake Griffin (08)	Oklahoma	B12	66.2	13.9	24.0	16.7	3.4	2.2	60.8	184-322	.571	0-2	.000	2008
97	1	So	6-10	Blake Griffin (09)	Oklahoma	B12	80.6	14.2	32.2	16.3	3.6	1.9	70.6	297-451	.659	3-8	.375	2009
98	22	Fr	6-10	Bobby Portis (14)	Arkansas	SEC	66.5	10.2	16.8	11.0	5.9	2.1	37.3	152-283	.537	9-33	.273	2014
99	22	So	6-10	Bobby Portis (15)	Arkansas	SEC	74.2	13.6	20.2	8.8	4.8	2.1	33.5	236-436	.541	14-30	.467	2015
100	3	Fr	6-3	Bradley Beal (12)	Florida	SEC	84.7	4.8	18.1	12.7	2.6	2.5	44.0	112-207	.541	63-186	.339	2012
101	56	Fr	6-6	Branden Dawson (12)	Michigan St.	B10	43.1	13.3	12.5	9.5	4.8	2.8	36.5	109-186	.586	0-3	.000	2012
102	56	So	6-6	Branden Dawson (13)	Michigan St.	B10	67.6	10.0	15.3	10.7	3.7	3.7	30.7	136-249	.546	0-5	.000	2013
103	56	Jr	6-6	Branden Dawson (14)	Michigan St.	B10	51.6	13.0	21.3	11.7	3.7	2.7	28.8	136-221	.615	0-1	.000	2014
104	56	Sr	6-6	Branden Dawson (15)	Michigan St.	B10	65.7	11.9	23.5	12.2	6.3	2.5	30.6	182-340	.535	0-0	.000	2015
105	21	Fr	6-8	Brandon Clarke (16)	San Jose St.	MWC	59.3	9.8	16.7	13.6	5.9	1.8	56.4	96-150	.640	1-6	.167	2016
106	21	So	6-8	Brandon Clarke (17)	San Jose St.	MWC	82.1	10.1	22.2	17.2	8.2	2.0	36.9	206-352	.585	1-3	.333	2017
107	21	Jr	6-8	Brandon Clarke (19)	Gonzaga	WCC	70.2	13.9	19.7	12.1	10.8	2.3	42.0	253-359	.705	4-15	.267	2019
108	2	Fr	6-9	Brandon Ingram (16)	Duke	ACC	85.9	6.1	15.4	11.3	3.6	1.9	35.1	134-289	.464	80-195	.410	2016
109	8	Fr	6-3	Brandon Knight (11)	Kentucky	SEC	89.4	2.2	10.2	23.4	0.6	1.1	33.3	130-282	.461	87-231	.377	2011
110	13	Jr	6-6	Brandon Rush (08)	Kansas	B12	71.0	6.4	13.1	12.4	3.2	1.6	20.8	98-220	.445	79-189	.418	2008
111	25	So	6-9	Brice Johnson (14)	North Carolina	ACC	48.2	12.6	21.7	9.7	6.9	2.2	30.9	150-265	.566	0-0	.000	2014
112	25	Jr	6-9	Brice Johnson (15)	North Carolina	ACC	61.7	11.0	22.6	7.4	4.8	1.6	31.4	207-366	.566	0-0	.000	2015
113	25	Sr	6-10	Brice Johnson (16)	North Carolina	ACC	70.1	11.7	28.5	9.7	5.5	2.2	42.3	267-435	.614	0-0	.000	2016
114	10	So	7-0	Brook Lopez (08)	Stanford	P12	56.8	11.1	19.3	11.3	6.8	1.2	49.4	184-387	.475	0-6	.000	2008
115	42	Fr	6-5	Bruce Brown (17)	Miami FL	ACC	79.5	5.6	15.3	20.7	1.9	2.9	41.4	101-197	.513	33-95	.347	2017
116	42	So	6-5	Bruce Brown Jr. (18)	Miami FL	ACC	49.6	4.6	20.0	21.3	2.5	2.3	37.2	62-128	.484	16-60	.267	2018
117	34	Fr	6-10	Bruno Fernando (18)	Maryland	B10	53.9	8.9	24.7	6.9	6.0	1.0	46.6	117-201	.582	1-3	.333	2018
118	34	So	6-10	Bruno Fernando (19)	Maryland	B10	74.9	12.0	27.5	14.5	7.0	1.3	50.9	170-275	.618	3-10	.300	2019
119	6	Fr	6-3	Buddy Hield (13)	Oklahoma	B12	52.6	8.2	10.5	14.6	1.1	2.9	17.2	62-129	.481	19-80	.237	2013
120	6	So	6-4	Buddy Hield (14)	Oklahoma	B12	79.3	6.0	9.1	11.8	0.5	2.4	19.1	106-207	.512	90-233	.386	2014
121	6	Jr	6-4	Buddy Hield (15)	Oklahoma	B12	80.5	5.6	12.1	13.2	0.7	2.5	26.1	112-239	.469	93-259	.359	2015
122	6	Sr	6-4	Buddy Hield (16)	Oklahoma	B12	87.6	4.0	13.0	12.7	1.4	1.8	33.3	154-279	.552	147-322	.457	2016
123	24	Fr	7-0	Byron Mullens (09)	Ohio St.	B10	50.3	11.6	17.1	3.3	6.8	1.5	49.5	120-187	.642	0-1	.000	2009
124	10	Fr	6-3	C.J. McCollum (10)	Lehigh	Pat	79.1	5.1	12.3	17.1	0.7	2.3	42.8	131-271	.483	72-171	.421	2010
125	10	So	6-3	C.J. McCollum (11)	Lehigh	Pat	85.2	6.1	18.8	16.0	2.0	4.1	43.4	162-372	.435	52-165	.315	2011
126	10	Jr	6-3	C.J. McCollum (12)	Lehigh	Pat	83.6	5.0	17.4	25.4	1.8	4.6	42.7	192-393	.489	60-172	.349	2012
127	28	So	6-5	C.J. Wilcox (12)	Washington	P12	64.7	3.0	9.7	8.2	2.2	1.8	26.7	79-167	.473	73-181	.403	2012
128	28	Jr	6-5	C.J. Wilcox (13)	Washington	P12	86.4	3.9	10.6	12.4	3.0	1.9	23.8	126-275	.458	75-205	.366	2013
129	28	Sr	6-5	C.J. Wilcox (14)	Washington	P12	86.5	2.3	10.6	15.4	2.8	1.7	27.1	107-205	.522	90-230	.391	2014
130	46	Fr	6-6	CJ Elleby (19)	Washington St.	P12	77.2	6.0	20.1	20.2	2.0	1.9	31.9	115-257	.447	53-128	.414	2019
131	46	So	6-6	CJ Elleby (20)	Washington St.	P12	82.9	3.8	23.1	13.4	2.5	2.9	29.5	123-280	.439	74-218	.339	2020
132	55	So	6-9	Cady Lalanne (13)	Massachusetts	A10	53.3	15.2	21.2	2.3	6.2	1.0	48.4	101-175	.577	1-9	.111	2013
133	55	Jr	6-9	Cady Lalanne (14)	Massachusetts	A10	72.2	12.1	17.4	1.2	6.9	1.0	46.6	143-254	.563	2-8	.250	2014
134	55	Sr	6-9	Cady Lalanne (15)	Massachusetts	A10	72.0	13.5	23.4	2.4	6.5	1.2	57.2	135-232	.582	3-18	.167	2015
135	26	Fr	6-9	Caleb Swanigan (16)	Purdue	B10	61.8	7.5	27.2	13.2	0.9	0.8	33.3	109-210	.519	21-72	.292	2016
136	26	So	6-9	Caleb Swanigan (17)	Purdue	B10	80.5	10.7	32.7	18.7	2.5	0.8	49.9	184-336	.548	38-85	.447	2017
137	10	Fr	6-8	Cam Reddish (19)	Duke	ACC	70.1	2.0	10.6	10.7	1.9	2.9	26.4	65-165	.394	89-267	.333	2019
138	49	Jr	6-9	Cameron Bairstow (13)	New Mexico	MWC	59.9	11.1	17.8	8.8	3.0	1.8	70.9	108-237	.456	0-0	.000	2013
139	49	Sr	6-9	Cameron Bairstow (14)	New Mexico	MWC	81.1	8.5	16.6	11.8	4.9	1.0	70.0	236-423	.558	1-3	.333	2014
140	11	So	6-8	Cameron Johnson (17)	Pittsburgh	ACC	82.0	2.5	12.8	14.4	1.0	1.7	26.1	49-96	.510	78-187	.417	2017
141	11	Jr	6-8	Cameron Johnson (18)	North Carolina	ACC	51.3	6.3	10.7	13.2	0.7	1.3	22.3	66-127	.520	47-138	.341	2018
142	11	Sr	6-9	Cameron Johnson (19)	North Carolina	ACC	74.6	6.5	13.4	13.8	1.1	2.1	26.3	115-208	.553	96-210	.457	2019
143	14	Fr	6-2	Cameron Payne (14)	Murray St.	OVC	81.9	0.9	10.8	34.1	1.7	2.8	32.9	112-247	.453	71-206	.345	2014
144	14	So	6-2	Cameron Payne (15)	Murray St.	OVC	81.4	2.3	10.7	39.8	1.6	3.2	31.3	149-294	.507	82-220	.373	2015
145	20	So	6-5	Caris LeVert (14)	Michigan	B10	84.4	2.0	14.0	17.2	0.8	2.2	32.3	103-224	.460	60-147	.408	2014
146	20	Jr	6-7	Caris LeVert (15)	Michigan	B10	48.2	1.0	15.9	22.9	1.2	3.4	28.7	58-136	.426	28-73	.384	2015
147	33	Jr	6-6	Carrick Felix (12)	Arizona St.	P12	77.0	4.8	10.7	9.5	2.7	2.1	35.1	64-121	.529	38-121	.314	2012
148	33	Sr	6-6	Carrick Felix (13)	Arizona St.	P12	86.7	7.1	18.5	9.6	3.2	2.4	32.3	137-239	.573	52-139	.374	2013
149	33	Fr	6-0	Carsen Edwards (17)	Purdue	B10	57.5	2.2	10.4	14.2	0.4	2.6	23.0	79-191	.414	49-144	.340	2017
150	33	So	6-1	Carsen Edwards (18)	Purdue	B10	73.7	1.5	12.9	19.5	0.8	2.3	31.8	132-261	.506	97-239	.406	2018
151	33	Jr	6-1	Carsen Edwards (19)	Purdue	B10	87.3	1.3	10.7	18.3	1.0	2.3	31.4	142-323	.440	135-380	.355	2019
152	54	Fr	6-6	Cassius Stanley (20)	Duke	ACC	63.1	7.6	11.7	6.6	2.4	1.4	38.9	97-184	.527	31-86	.360	2020
153	53	Fr	6-0	Cassius Winston (17)	Michigan St.	B10	51.5	1.0	8.6	46.7	0.7	2.1	38.5	50-111	.450	27-71	.380	2017
154	53	So	6-0	Cassius Winston (18)	Michigan St.	B10	70.1	0.9	11.3	43.5	0.2	1.4	31.9	68-131	.519	75-151	.497	2018
155	53	Jr	6-1	Cassius Winston (19)	Michigan St.	B10	83.3	1.3	7.9	44.8	0.3	1.8	36.7	159-317	.502	84-211	.398	2019
156	53	Sr	6-1	Cassius Winston (20)	Michigan St.	B10	78.9	0.7	7.1	36.3	0.1	2.1	32.7	112-244	.459	73-169	.432	2020
157	22	So	6-7	Chandler Hutchison (16)	Boise St.	MWC	47.2	9.8	14.4	12.4	1.8	1.8	48.6	63-130	.485	2-10	.200	2016
158	22	Jr	6-7	Chandler Hutchison (17)	Boise St.	MWC	79.8	4.5	23.3	19.0	0.6	2.1	41.7	174-341	.510	24-67	.358	2017
159	22	Sr	6-7	Chandler Hutchison (18)	Boise St.	MWC	74.3	3.2	25.6	23.6	1.0	2.8	51.4	156-297	.525	43-123	.350	2018
160	38	Fr	6-9	Chandler Parsons (08)	Florida	SEC	51.4	7.6	15.0	12.0	1.1	1.4	38.1	68-110	.618	35-108	.324	2008
161	38	So	6-9	Chandler Parsons (09)	Florida	SEC	65.1	9.0	16.5	12.0	1.6	2.4	25.2	91-155	.587	37-123	.301	2009
162	38	Jr	6-9	Chandler Parsons (10)	Florida	SEC	76.7	8.2	16.9	16.3	0.5	2.2	52.8	103-180	.572	38-106	.358	2010
163	38	Sr	6-10	Chandler Parsons (11)	Florida	SEC	81.1	7.3	19.3	21.6	1.3	1.7	30.0	112-206	.544	43-117	.368	2011
164	44	Fr	6-3	Charles Jenkins (08)	Hofstra	CAA	82.3	5.4	9.7	13.7	1.6	2.9	36.2	140-279	.502	20-61	.328	2008
165	44	So	6-3	Charles Jenkins (09)	Hofstra	CAA	86.2	2.7	11.9	32.6	1.4	2.4	45.5	166-396	.419	30-94	.319	2009
166	44	Jr	6-3	Charles Jenkins (10)	Hofstra	CAA	91.5	3.2	10.1	24.9	1.5	2.8	39.4	170-375	.453	62-153	.405	2010
167	44	Sr	6-3	Charles Jenkins (11)	Hofstra	CAA	92.4	1.6	8.6	31.3	1.8	2.7	46.3	176-317	.555	63-152	.414	2011
168	44	So	6-7	Chase Budinger (08)	Arizona	P12	87.5	3.8	14.7	18.4	0.5	2.0	31.5	129-259	.498	70-185	.378	2008
169	44	Jr	6-7	Chase Budinger (09)	Arizona	P12	93.7	4.9	14.8	19.0	1.4	2.3	34.2	152-288	.528	67-168	.399	2009
170	49	Fr	6-11	Chimezie Metu (16)	USC	P12	45.5	9.5	11.1	5.0	8.2	1.7	46.8	89-170	.524	0-1	.000	2016
171	49	So	6-11	Chimezie Metu (17)	USC	P12	78.1	7.5	20.3	8.9	4.9	1.4	47.5	201-364	.552	1-2	.500	2017
172	49	Jr	6-11	Chimezie Metu (18)	USC	P12	72.1	7.3	21.2	10.0	6.3	1.5	38.8	193-352	.548	12-40	.300	2018
173	37	Fr	6-10	Chinanu Onuaku (15)	Louisville	ACC	43.0	12.3	16.3	5.7	7.3	2.5	41.1	45-73	.616	0-0	.000	2015
174	37	So	6-10	Chinanu Onuaku (16)	Louisville	ACC	61.5	13.7	25.8	12.9	9.6	1.9	25.3	137-220	.623	0-1	.000	2016
175	59	Jr	6-10	Chinemelu Elonu (09)	Texas A&M	B12	59.1	13.8	21.5	2.9	6.7	0.8	59.5	126-190	.663	0-0	.000	2009
176	40	Jr	6-7	Chris Douglas-Roberts (08)	Memphis	CUSA	71.2	5.0	10.5	12.8	1.6	2.4	47.2	214-370	.578	45-109	.413	2008
177	18	Fr	6-9	Chris Singleton (09)	Florida St.	ACC	66.7	8.5	12.1	8.2	5.6	3.4	40.9	61-130	.469	34-102	.333	2009
178	18	So	6-9	Chris Singleton (10)	Florida St.	ACC	78.2	7.9	16.9	14.1	5.4	4.2	40.5	82-166	.494	35-118	.297	2010
179	18	Jr	6-9	Chris Singleton (11)	Florida St.	ACC	59.6	8.2	17.0	8.9	5.9	3.9	44.1	89-191	.466	35-95	.368	2011
